antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_len,consequent_len
frozenset({'SET OF 3 HEART COOKIE CUTTERS'}),frozenset({'SET OF 3 BUTTERFLY COOKIE CUTTERS'}),0.037359691740660075,0.0375272239906182,0.017088289495727927,0.45739910313901344,12.188460922485584,1.0,0.01568628397555573,1.773813463223902,0.9535806665165197,0.29565217391304344,0.4362428627740246,0.4563781229980781,1,1
frozenset({'ALARM CLOCK BAKELIKE RED'}),frozenset({'ALARM CLOCK BAKELIKE CHOCOLATE'}),0.05729602948567599,0.023286982744178255,0.015859719662701735,0.27680311890838205,11.886602998303111,1.0,0.01452546801275887,1.350549266448077,0.9715368807835462,0.2450388265746333,0.2595605174552543,0.47892913739184084,1,1
frozenset({'ALARM CLOCK BAKELIKE CHOCOLATE'}),frozenset({'ALARM CLOCK BAKELIKE RED'}),0.023286982744178255,0.05729602948567599,0.015859719662701735,0.6810551558752996,11.88660299830311,1.0,0.01452546801275887,2.9556959075524283,0.937708066581306,0.2450388265746333,0.6616702017806404,0.47892913739184084,1,1
frozenset({'ALARM CLOCK BAKELIKE ORANGE'}),frozenset({'ALARM CLOCK BAKELIKE RED'}),0.024292176243926957,0.05729602948567599,0.016474004579214833,0.6781609195402298,11.836089265308866,1.0,0.015082159332871556,2.929115908383792,0.9383061324268952,0.25300171526586623,0.6586000584211181,0.48284264300598234,1,1
frozenset({'ALARM CLOCK BAKELIKE RED'}),frozenset({'ALARM CLOCK BAKELIKE ORANGE'}),0.05729602948567599,0.024292176243926957,0.016474004579214833,0.2875243664717349,11.836089265308866,1.0,0.015082159332871556,1.3694613230830792,0.9711560183497846,0.25300171526586623,0.2697858762825869,0.48284264300598234,1,1
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.04869604065449266,0.039984363656670574,0.023007762327581394,0.4724770642201835,11.816545794679925,1.0,0.021060682129412145,1.819855728024746,0.9622296756249983,0.3503401360544218,0.4505058919778271,0.5239480293167956,1,1
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.039984363656670574,0.04869604065449266,0.023007762327581394,0.5754189944134078,11.816545794679923,1.0,0.021060682129412145,2.240571167405866,0.9534979072928768,0.3503401360544218,0.5536852323428761,0.5239480293167956,1,1
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.039984363656670574,0.05729602948567599,0.026916848159937456,0.6731843575418995,11.749232251952042,1.0,0.024625902880898866,2.8845130037959663,0.9529928692302809,0.38253968253968257,0.6533210289972629,0.5714849662953163,1,1
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.05729602948567599,0.039984363656670574,0.026916848159937456,0.469785575048733,11.74923225195204,1.0,0.024625902880898866,1.8106177258975296,0.9704934787594194,0.38253968253968257,0.4477023030886895,0.5714849662953163,1,1
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'JUMBO BAG TOYS'}),0.047635003071424584,0.029150611492712347,0.0161389400792986,0.33880422039859326,11.622542480225306,1.0,0.014750350611309342,1.4683236319090718,0.9596743988056663,0.2661141804788214,0.3189512323656951,0.44622203357094414,1,1
frozenset({'JUMBO BAG TOYS'}),frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.029150611492712347,0.047635003071424584,0.0161389400792986,0.553639846743295,11.622542480225304,1.0,0.014750350611309342,2.1336245853936324,0.9414027723458057,0.2661141804788214,0.531313987078233,0.44622203357094414,1,1
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.04601552465516279,0.04115708940637739,0.021890880661193945,0.4757281553398057,11.558838639986298,1.0,0.019997015598880046,1.828904070206354,0.9575482010400601,0.3353293413173653,0.4532244657932383,0.5038070898815717,1,1
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.04115708940637739,0.04601552465516279,0.021890880661193945,0.5318860244233378,11.558838639986297,1.0,0.019997015598880046,2.0379320531279563,0.9526963260551745,0.3353293413173653,0.5093065058449165,0.5038070898815717,1,1
frozenset({'ALARM CLOCK BAKELIKE ORANGE'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.024292176243926957,0.05372200815323616,0.015022058412911153,0.6183908045977011,11.510939852319163,1.0,0.01371703392267506,2.4797043762249533,0.9358602016013727,0.23847517730496456,0.5967261220378303,0.4490082921117404,1,1
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE ORANGE'}),0.05372200815323616,0.024292176243926957,0.015022058412911153,0.27962577962577967,11.510939852319163,1.0,0.01371703392267506,1.3544457813179545,0.9649660337786475,0.23847517730496456,0.2616906384935232,0.4490082921117404,1,1
frozenset({'ALARM CLOCK BAKELIKE IVORY'}),frozenset({'ALARM CLOCK BAKELIKE RED'}),0.031216842575529122,0.05729602948567599,0.02055062266152901,0.6583184257602862,11.489773927962423,1.0,0.018762021528871787,2.7590131911911366,0.9423843495303305,0.30238290879211177,0.6375515698175135,0.508496444848954,1,1
frozenset({'ALARM CLOCK BAKELIKE RED'}),frozenset({'ALARM CLOCK BAKELIKE IVORY'}),0.05729602948567599,0.031216842575529122,0.02055062266152901,0.3586744639376218,11.489773927962421,1.0,0.018762021528871787,1.5105950144642966,0.9684546943695381,0.30238290879211177,0.3380092013909957,0.508496444848954,1,1
frozenset({'VINTAGE HEADS AND TAILS CARD GAME'}),frozenset({'VINTAGE SNAP CARDS'}),0.03317138549170715,0.049086949237728265,0.018707767911989723,0.5639730639730639,11.489266958550234,1.0,0.017079485796213177,2.180858502520422,0.9442855036893163,0.2943760984182776,0.5414649786566629,0.4725439836361337,1,1
frozenset({'VINTAGE SNAP CARDS'}),frozenset({'VINTAGE HEADS AND TAILS CARD GAME'}),0.049086949237728265,0.03317138549170715,0.018707767911989723,0.38111490329920356,11.489266958550234,1.0,0.017079485796213177,1.5622102061632157,0.9600901412598739,0.2943760984182776,0.3598812784253935,0.4725439836361337,1,1
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE RED'}),0.05372200815323616,0.05729602948567599,0.03534930474116267,0.658004158004158,11.484288944815262,1.0,0.03227124697798513,2.7564778712303335,0.9647529853344875,0.4671586715867158,0.6372182013731685,0.6374816111658217,1,1
frozenset({'ALARM CLOCK BAKELIKE RED'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.05729602948567599,0.05372200815323616,0.03534930474116267,0.6169590643274854,11.484288944815262,1.0,0.03227124697798513,2.470435673370941,0.9684105998751787,0.4671586715867158,0.5952130991391137,0.6374816111658217,1,1
frozenset({'ALARM CLOCK BAKELIKE IVORY'}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.031216842575529122,0.042385659239403586,0.015133746579549896,0.48479427549194987,11.437695772377268,1.0,0.013810600127613412,1.8587028350179629,0.9419752970875339,0.2588347659980898,0.46199038320704144,0.420921511922523,1,1
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE IVORY'}),0.042385659239403586,0.031216842575529122,0.015133746579549896,0.3570487483530961,11.437695772377266,1.0,0.013810600127613412,1.5067754436171583,0.9529617129621262,0.2588347659980898,0.3363311008046398,0.420921511922523,1,1
frozenset({'ALARM CLOCK BAKELIKE PINK'}),"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE RED'})",0.042385659239403586,0.03534930474116267,0.017088289495727927,0.40316205533596833,11.405091508532678,1.0,0.015589985910619173,1.6162690456985813,0.9527007093950246,0.281767955801105,0.38129112683230204,0.44328718880542495,1,2
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.04115708940637739,0.04869604065449266,0.022784385994303904,0.55359565807327,11.368391570089504,1.0,0.02078019869535036,2.1310365289897844,0.9511848070620211,0.33971690258118237,0.5307447871510448,0.5107427831650754,1,1
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.04869604065449266,0.04115708940637739,0.022784385994303904,0.4678899082568807,11.368391570089504,1.0,0.02078019869535036,1.801963400943187,0.9587228140449017,0.33971690258118237,0.4450497721115878,0.5107427831650754,1,1
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO STORAGE BAG SUKI'})",0.047635003071424584,0.028703858826157367,0.015524655162785502,0.32590855803048063,11.354172273641668,1.0,0.014157346759439759,1.4408967102978916,0.9575390233140098,0.25528007346189163,0.3059877277440244,0.43338229457944266,1,2
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.028703858826157367,0.047635003071424584,0.015524655162785502,0.5408560311284046,11.354172273641666,1.0,0.014157346759439759,2.0742186797512194,0.9388760135455138,0.25528007346189163,0.5178907558001842,0.43338229457944266,2,1
frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.03523761657452393,0.04635058915507902,0.018428547495392862,0.5229793977812995,11.283122983216543,1.0,0.016795263206742902,1.9991786652596184,0.9446596083549084,0.2917771883289125,0.4997945819564169,0.46028487961354136,1,1
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),0.04635058915507902,0.03523761657452393,0.018428547495392862,0.39759036144578314,11.283122983216543,1.0,0.016795263206742902,1.6015055564862903,0.9556678218621184,0.2917771883289125,0.37558755512905995,0.46028487961354136,1,1
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.04601552465516279,0.04869604065449266,0.025241525660356284,0.5485436893203883,11.264646610848846,1.0,0.023000751801010667,2.107189415324457,0.9551797859384089,0.3633440514469453,0.5254342145383148,0.5334461565867996,1,1
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.04869604065449266,0.04601552465516279,0.025241525660356284,0.518348623853211,11.264646610848846,1.0,0.023000751801010667,1.9806534821445192,0.9578712229636536,0.3633440514469453,0.495116127573579,0.5334461565867996,1,1
frozenset({'HAND OVER THE CHOCOLATE SIGN'}),frozenset({'COOK WITH WINE METAL SIGN'}),0.0375272239906182,0.0389233260736025,0.01641816049589546,0.4375,11.24004662840746,1.0,0.014957476119871511,1.7085807536469289,0.9465539392432342,0.27348837209302335,0.41471891342242884,0.42965387374461983,1,1
frozenset({'COOK WITH WINE METAL SIGN'}),frozenset({'HAND OVER THE CHOCOLATE SIGN'}),0.0389233260736025,0.0375272239906182,0.01641816049589546,0.4218077474892396,11.240046628407459,1.0,0.014957476119871511,1.664624131212256,0.9479289449655516,0.27348837209302335,0.3992637849892552,0.42965387374461983,1,1
frozenset({'JUMBO BAG PEARS'}),frozenset({'JUMBO BAG VINTAGE LEAF'}),0.0326687887418328,0.04791422348802144,0.01736750991232479,0.5316239316239316,11.095326041479888,1.0,0.015802210267465654,2.0327378805091514,0.940600229212447,0.2747349823321555,0.508052656671344,0.44704739704739704,1,1
frozenset({'JUMBO BAG VINTAGE LEAF'}),frozenset({'JUMBO BAG PEARS'}),0.04791422348802144,0.0326687887418328,0.01736750991232479,0.36247086247086246,11.095326041479888,1.0,0.015802210267465654,1.5173129419735054,0.9556617496872548,0.2747349823321555,0.34094017632292656,0.44704739704739704,1,1
frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'}),"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG RED RETROSPOT'})",0.036577874574188866,0.03775060032389568,0.015301278829508014,0.4183206106870229,11.081164460906093,1.0,0.013920442105760225,1.6542607789707309,0.9442971596649749,0.2592242194891201,0.3955003874164308,0.4118230272370026,1,2
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'}),0.03775060032389568,0.036577874574188866,0.015301278829508014,0.40532544378698226,11.081164460906093,1.0,0.013920442105760225,1.6200829770841998,0.9454480064151904,0.2592242194891201,0.38274766530799276,0.4118230272370026,2,1
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.029038923326073603,0.047635003071424584,0.015301278829508014,0.5269230769230769,11.061678239696997,1.0,0.013918009627679636,2.0131292618002408,0.9368015116588072,0.24931756141947223,0.5032609087874714,0.4240711515916674,2,1
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO STORAGE BAG SUKI'})",0.047635003071424584,0.029038923326073603,0.015301278829508014,0.3212192262602579,11.061678239696995,1.0,0.013918009627679636,1.4304487019047654,0.95509369550907,0.24931756141947223,0.300918656734482,0.4240711515916674,1,2
frozenset({'LOVE BUILDING BLOCK WORD'}),frozenset({'HOME BUILDING BLOCK WORD'}),0.03456748757469146,0.04260903557268107,0.01619478416261797,0.4684975767366721,10.995263573556471,1.0,0.014721896854889732,1.801291814530427,0.9416005122149708,0.2655677655677656,0.44484286669526285,0.42428810684802154,1,1
frozenset({'HOME BUILDING BLOCK WORD'}),frozenset({'LOVE BUILDING BLOCK WORD'}),0.04260903557268107,0.03456748757469146,0.01619478416261797,0.38007863695937094,10.995263573556471,1.0,0.014721896854889732,1.5573467378023478,0.9495094292564403,0.2655677655677656,0.35788223924291157,0.42428810684802154,1,1
frozenset({'ALARM CLOCK BAKELIKE IVORY'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.031216842575529122,0.05372200815323616,0.018428547495392862,0.590339892665474,10.988790496840586,1.0,0.016751516024031996,2.3099100324993054,0.9382885809909098,0.27707808564231734,0.5670827062827173,0.4666876178504085,1,1
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE IVORY'}),0.05372200815323616,0.031216842575529122,0.018428547495392862,0.343035343035343,10.988790496840585,1.0,0.016751516024031996,1.4746351225353496,0.9606037357940573,0.27707808564231734,0.3218661452463619,0.4666876178504085,1,1
frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.036577874574188866,0.047690847154743955,0.018931144245267213,0.517557251908397,10.852339238786492,1.0,0.017186714419704176,1.9739319465621605,0.9423221077527156,0.2897435897435897,0.4933969219447407,0.45725637771063876,1,1
frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'}),0.047690847154743955,0.036577874574188866,0.018931144245267213,0.3969555035128805,10.85233923878649,1.0,0.017186714419704176,1.5975970778905682,0.9533185365009001,0.2897435897435897,0.3740599467542981,0.45725637771063876,1,1
frozenset({'CHARLOTTE BAG APPLES DESIGN'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.03233372424191657,0.04601552465516279,0.016083095995979225,0.4974093264248704,10.809598068313294,1.0,0.014595242710932078,1.898134059191274,0.9378125961834411,0.25829596412556044,0.4731668213013027,0.4234619447658332,1,1
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG APPLES DESIGN'}),0.04601552465516279,0.03233372424191657,0.016083095995979225,0.3495145631067961,10.809598068313294,1.0,0.014595242710932078,1.4876063642251132,0.9512624636578275,0.25829596412556044,0.3277791598311056,0.4234619447658332,1,1
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG WOODLAND ANIMALS'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.02172334841123583,0.06578433015022059,0.015301278829508014,0.7043701799485862,10.7072638474867,1.0,0.013872222905655006,3.160086048448385,0.9267372954450188,0.21191028615622584,0.6835529208165062,0.4684839015192846,2,1
frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS""})",0.04506617523873346,0.06343887865080694,0.03043502540905791,0.6753407682775713,10.645534452065554,1.0,0.0275760777868319,2.8847512401862554,0.9488237566393047,0.3898426323319027,0.6533496593850378,0.577547144702166,1,1
"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS""})",frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),0.06343887865080694,0.04506617523873346,0.03043502540905791,0.4797535211267606,10.645534452065554,1.0,0.0275760777868319,1.835541158931978,0.9674370185756431,0.3898426323319027,0.45520153817642706,0.577547144702166,1,1
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.04601552465516279,0.05729602948567599,0.0280337298263249,0.6092233009708738,10.632906092091071,1.0,0.025397222968883845,2.41238531585032,0.9496510241886753,0.3724035608308605,0.5854725223911758,0.5492510267037605,1,1
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.05729602948567599,0.04601552465516279,0.0280337298263249,0.4892787524366472,10.63290609209107,1.0,0.025397222968883845,1.86791616737367,0.9610146582675873,0.3724035608308605,0.4646440683652193,0.5492510267037605,1,1
frozenset({'CHARLOTTE BAG APPLES DESIGN'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.03233372424191657,0.04869604065449266,0.016697380912492323,0.5164075993091537,10.604714312877311,1.0,0.015122856562296798,1.9671606873608884,0.9359655685155506,0.2595486111111111,0.4916531189215741,0.4296487537830172,1,1
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'CHARLOTTE BAG APPLES DESIGN'}),0.04869604065449266,0.03233372424191657,0.016697380912492323,0.3428899082568807,10.60471431287731,1.0,0.015122856562296798,1.472609061886647,0.9520640664066602,0.2595486111111111,0.3209331479198963,0.4296487537830172,1,1
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE RED'}),0.042385659239403586,0.05729602948567599,0.02535321382699503,0.5981554677206851,10.439736803581196,1.0,0.022924683845444348,2.3459420118700716,0.9442341306418648,0.3410969196093163,0.5737320040562944,0.520325297213169,1,1
frozenset({'ALARM CLOCK BAKELIKE RED'}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.05729602948567599,0.042385659239403586,0.02535321382699503,0.442495126705653,10.439736803581196,1.0,0.022924683845444348,1.7176788699656849,0.9591687028165806,0.3410969196093163,0.41781900127817406,0.520325297213169,1,1
frozenset({'LUNCH BAG VINTAGE LEAF DESIGN'}),frozenset({'LUNCH BAG ALPHABET DESIGN'}),0.03668956274082761,0.04037527223990618,0.015357122912827386,0.4185692541856926,10.36697044910539,1.0,0.013875771828803353,1.6504540474826745,0.937952885375494,0.24886877828054293,0.3941061239934356,0.39946443345522525,1,1
frozenset({'LUNCH BAG ALPHABET DESIGN'}),frozenset({'LUNCH BAG VINTAGE LEAF DESIGN'}),0.04037527223990618,0.03668956274082761,0.015357122912827386,0.38035961272475793,10.366970449105388,1.0,0.013875771828803353,1.554628227987459,0.9415553580497714,0.24886877828054293,0.35675939623549213,0.39946443345522525,1,1
frozenset({'COOK WITH WINE METAL SIGN'}),frozenset({'GIN + TONIC DIET METAL SIGN'}),0.0389233260736025,0.04149215390629363,0.016529848662534204,0.4246771879483501,10.23512032919395,1.0,0.014914836026543438,1.6660348347314549,0.9388399657647188,0.2587412587412588,0.3997724542409173,0.41153105696206194,1,1
frozenset({'GIN + TONIC DIET METAL SIGN'}),frozenset({'COOK WITH WINE METAL SIGN'}),0.04149215390629363,0.0389233260736025,0.016529848662534204,0.39838492597577385,10.235120329193949,1.0,0.014914836026543438,1.597494337197569,0.9413560831281059,0.2587412587412588,0.37401969026427556,0.41153105696206194,1,1
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.04869604065449266,0.05729602948567599,0.02820126207628302,0.5791284403669725,10.107653978217717,1.0,0.02541117229510753,2.239885183347386,0.9471894497932328,0.36252692031586503,0.5535485446153294,0.5356655847059034,1,1
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.05729602948567599,0.04869604065449266,0.02820126207628302,0.49220272904483436,10.107653978217716,1.0,0.02541117229510753,1.8733932097667765,0.9558303582268659,0.36252692031586503,0.4662092321107043,0.5356655847059034,1,1
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.05372200815323616,0.042385659239403586,0.022951918244262022,0.4272349272349273,10.07970466666119,1.0,0.020674875513022495,1.671914692943183,0.9519303543236707,0.31374045801526723,0.4018833591086916,0.4843684517597561,1,1
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.042385659239403586,0.05372200815323616,0.022951918244262022,0.541501976284585,10.079704666661188,1.0,0.020674875513022495,2.0638649304933727,0.9406612930962561,0.31374045801526723,0.5154721681515528,0.4843684517597561,1,1
frozenset({'JUMBO STORAGE BAG SUKI'}),"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG PINK POLKADOT'})",0.06578433015022059,0.02607918691014687,0.017199977662366674,0.2614601018675722,10.025623220862132,1.0,0.01548437582062026,1.3187111699078702,0.9636485518187949,0.2303664921465969,0.2416838328063426,0.46049450489524224,1,2
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.02607918691014687,0.06578433015022059,0.017199977662366674,0.6595289079229123,10.02562322086213,1.0,0.01548437582062026,2.7438913070430635,0.9243621917073752,0.2303664921465969,0.635554077002546,0.46049450489524224,2,1
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG BLACK SKULL.'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.028927235159434857,0.05986485731836712,0.0171441335790473,0.5926640926640926,9.900033495649167,1.0,0.015412408773612878,2.3080094971994587,0.9257702134132121,0.2392829306313328,0.5667262196219724,0.43952234483950897,2,1
frozenset({'LUNCH BAG PINK POLKADOT'}),"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG BLACK SKULL.'})",0.05986485731836712,0.028927235159434857,0.0171441335790473,0.28638059701492535,9.900033495649167,1.0,0.015412408773612878,1.3607712469399815,0.9562351197530351,0.2392829306313328,0.26512262641591056,0.43952234483950897,1,2
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG WOODLAND ANIMALS'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.023845423577371978,0.06578433015022059,0.015524655162785502,0.6510538641686182,9.896792483588664,1.0,0.01395599994559981,2.6772489330594347,0.9209168134599872,0.20949510173323285,0.626482249128307,0.44352353649857057,2,1
frozenset({'CHARLOTTE BAG APPLES DESIGN'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.03233372424191657,0.05729602948567599,0.01831685932875412,0.5664939550949912,9.887141572988313,1.0,0.01646426531120755,2.1746039797920056,0.9288931068846701,0.2568519968676586,0.5401461556712285,0.4430910321283923,1,1
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG APPLES DESIGN'}),0.05729602948567599,0.03233372424191657,0.01831685932875412,0.31968810916179335,9.887141572988313,1.0,0.01646426531120755,1.4223862448822258,0.9534897077245164,0.2568519968676586,0.29695608095338377,0.4430910321283923,1,1
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN'})",frozenset({'LUNCH BAG WOODLAND'}),0.03088177807561289,0.05584408331937231,0.016864913162450437,0.5461121157323688,9.77922965641953,1.0,0.015140348574545546,2.080152278583215,0.9263497851898945,0.24140687450039966,0.519265964181672,0.4240560578661844,2,1
frozenset({'LUNCH BAG WOODLAND'}),"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN'})",0.05584408331937231,0.03088177807561289,0.016864913162450437,0.302,9.77922965641953,1.0,0.015140348574545546,1.3884215213816435,0.950841318518095,0.24140687450039966,0.27975763512734814,0.4240560578661844,1,2
frozenset({'HAND OVER THE CHOCOLATE SIGN'}),frozenset({'GIN + TONIC DIET METAL SIGN'}),0.0375272239906182,0.04149215390629363,0.01518959066286927,0.4047619047619047,9.75514324168429,1.0,0.013632505309374585,1.6102931814374266,0.9324834894793427,0.23797025371828517,0.37899507274361616,0.3854226751265782,1,1
frozenset({'GIN + TONIC DIET METAL SIGN'}),frozenset({'HAND OVER THE CHOCOLATE SIGN'}),0.04149215390629363,0.0375272239906182,0.01518959066286927,0.36608344549125166,9.75514324168429,1.0,0.013632505309374585,1.5182956954882603,0.9363407679548165,0.23797025371828517,0.34136676869230304,0.3854226751265782,1,1
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.03043502540905791,0.05986485731836712,0.01764673032892165,0.5798165137614679,9.685423798438999,1.0,0.01582474187532752,2.2374395317095632,0.9249014652981412,0.24289008455034586,0.5530605471889876,0.4372963165822265,2,1
frozenset({'LUNCH BAG PINK POLKADOT'}),"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT'})",0.05986485731836712,0.03043502540905791,0.01764673032892165,0.2947761194029851,9.685423798438999,1.0,0.01582474187532752,1.3748328740231348,0.9538544247405006,0.24289008455034586,0.2726388647707208,0.4372963165822265,1,2
frozenset({'LUNCH BAG VINTAGE LEAF DESIGN'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.03668956274082761,0.05701680906907913,0.019992181828335287,0.5449010654490106,9.556849538683089,1.0,0.017900260034713518,2.0720399880990468,0.9294646587320863,0.27121212121212124,0.5173838315169628,0.44776884810158657,1,1
frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG VINTAGE LEAF DESIGN'}),0.05701680906907913,0.03668956274082761,0.019992181828335287,0.35063663075416257,9.556849538683089,1.0,0.017900260034713518,1.4834690142407467,0.9495004952699568,0.27121212121212124,0.3259043563428863,0.44776884810158657,1,1
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.04026358407326744,0.047635003071424584,0.018261015245434747,0.45353675450762826,9.521081668192378,1.0,0.016343059294438092,1.7427796009784338,0.9325163679561382,0.26222935044105855,0.42620397929917314,0.4184448133616687,2,1
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",0.047635003071424584,0.04026358407326744,0.018261015245434747,0.38335287221570924,9.521081668192378,1.0,0.016343059294438092,1.55637863647434,0.939734156191755,0.26222935044105855,0.3574828280441467,0.4184448133616687,1,2
"frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.024738928910481933,0.06505835706706875,0.015301278829508014,0.618510158013544,9.507005493174706,1.0,0.01369180475899305,2.450764188279814,0.9175126892945153,0.20539730134932535,0.5919640066627961,0.42685164553037713,2,1
